original_index,task,ground_truth_text,predicted_label,top1_correct,candidate_count
2354,Phase Recognition,The surgical phase is Gallbladder Packaging.,Gallbladder Packaging,False,7
2355,Phase Recognition,Calot Triangle Dissection,Clipping Cutting,False,7
2356,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2357,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2358,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
2359,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
2360,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
2361,Phase Recognition,The phase observed is Gallbladder Dissection.,Gallbladder Dissection,False,7
2362,Phase Recognition,"## Surgical Answers
(1) The phase observed is Preparation.",Gallbladder Retraction,False,7
2363,Phase Recognition,It shows the Gallbladder Dissection phase.,Gallbladder Dissection,False,7
2364,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
2365,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
2366,Phase Recognition,The reflected phase is Calot Triangle Dissection.,Gallbladder Dissection,False,7
2367,Phase Recognition,The phase shown is Calot Triangle Dissection.,Gallbladder Dissection,False,7
2368,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
2369,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2370,Phase Recognition,Gallbladder Packaging,Gallbladder Packaging,False,7
2371,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2372,Phase Recognition,The depicted phase is Calot Triangle Dissection.,Preparation,False,7
2373,Phase Recognition,It illustrates the Gallbladder Dissection phase.,Gallbladder Dissection,False,7
2374,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2375,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2376,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2377,Phase Recognition,It's showing the Clipping Cutting phase.,Clipping Cutting,False,7
2378,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
2379,Phase Recognition,Gallbladder Dissection,Clipping Cutting,False,7
2380,Phase Recognition,Cleaning Coagulation,Gallbladder Dissection,False,7
2381,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
2382,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2383,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2384,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
2385,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
2386,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2387,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
2388,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2389,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2390,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2391,Phase Recognition,Cleaning Coagulation,Gallbladder Retraction,False,7
2392,Phase Recognition,Cleaning Coagulation,Cleaning Coagulation,False,7
2393,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2394,Phase Recognition,The phase underway is Gallbladder Dissection.,Preparation,False,7
2395,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
2396,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
2397,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
2398,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
2399,Phase Recognition,Cleaning Coagulation,Gallbladder Dissection,False,7
2400,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2401,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2402,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2403,Tissue and Organ Recognition,liver,liver,True,15
2404,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2405,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2406,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2407,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2408,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2409,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2410,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2411,Tissue and Organ Recognition,"specimen bag, gallbladder",gallbladder,True,15
2412,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2413,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2414,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2415,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2416,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2417,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2418,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2419,Tissue and Organ Recognition,cystic duct,gallbladder,False,15
2420,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2421,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2422,Tissue and Organ Recognition,specimen bag,fluid,False,15
2423,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2424,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2425,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2426,Tissue and Organ Recognition,liver,liver,True,15
2427,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2428,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2429,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2430,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2431,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2432,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2433,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2434,Tissue and Organ Recognition,"liver, gallbladder",liver,True,15
2435,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2436,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2437,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2438,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2439,Tissue and Organ Recognition,gallbladder,liver,False,15
2440,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2441,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2442,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2443,Tissue and Organ Recognition,gallbladder,liver,False,15
2444,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2445,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2446,Tissue and Organ Recognition,"liver, fluid",fluid,True,15
2447,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2448,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2449,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2450,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2451,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2452,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2453,Tissue and Organ Recognition,null target,gallbladder,False,15
2454,Tissue and Organ Recognition,cystic artery,gallbladder,False,15
2455,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2456,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2457,Tissue and Organ Recognition,"gallbladder, fluid",gallbladder,True,15
2458,Tissue and Organ Recognition,null target,gallbladder,False,15
2459,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2460,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2461,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2462,Tissue and Organ Recognition,cystic plate,gallbladder,False,15
2463,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2464,Tissue and Organ Recognition,cystic duct,gallbladder,False,15
2465,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2466,Tissue and Organ Recognition,gallbladder,liver,False,15
2467,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2468,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2469,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2470,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2471,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2472,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2473,Tissue and Organ Recognition,liver,gallbladder,False,15
2474,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2475,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2476,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2477,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2478,Tissue and Organ Recognition,null target,gallbladder,False,15
2479,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2480,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2481,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2482,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2483,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2484,Tissue and Organ Recognition,liver,liver,True,15
2485,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2486,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2487,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2488,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2489,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2490,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2491,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2492,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2493,Tissue and Organ Recognition,liver,liver,True,15
2494,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2495,Tissue and Organ Recognition,cystic duct,gallbladder,False,15
2496,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2497,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2498,Tissue and Organ Recognition,liver,liver,True,15
2499,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2500,Tissue and Organ Recognition,"liver, gallbladder",gallbladder,True,15
2501,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2502,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2503,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2504,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2505,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2506,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2507,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2508,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2509,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2510,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2511,Tissue and Organ Recognition,cystic duct,gallbladder,False,15
2512,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2513,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2514,Tissue and Organ Recognition,specimen bag,liver,False,15
2515,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2516,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2517,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2518,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2519,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2520,Tissue and Organ Recognition,null target,liver,False,15
2521,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2522,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2523,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2524,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2525,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2526,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2527,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2528,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2529,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2530,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2531,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2532,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2533,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2534,Tissue and Organ Recognition,omentum,gallbladder,False,15
2535,Tissue and Organ Recognition,"liver, gallbladder",liver,True,15
2536,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2537,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2538,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2539,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2540,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2541,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2542,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2543,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2544,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2545,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2546,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2547,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2548,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2549,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2550,Tissue and Organ Recognition,omentum,gallbladder,False,15
2551,Tissue and Organ Recognition,cystic plate,gallbladder,False,15
2552,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2553,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2554,Tissue and Organ Recognition,"liver, gallbladder",liver,True,15
2555,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2556,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2557,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2558,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2559,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2560,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2561,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2562,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2563,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2564,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2565,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2566,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2567,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2568,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2569,Tissue and Organ Recognition,fluid,gallbladder,False,15
2570,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2571,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2572,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2573,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2574,Tissue and Organ Recognition,null target,gallbladder,False,15
2575,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2576,Tissue and Organ Recognition,null target,liver,False,15
2577,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2578,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2579,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2580,Tissue and Organ Recognition,"liver, gallbladder",gallbladder,True,15
2581,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2582,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2583,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2584,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2585,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2586,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2587,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2588,Tissue and Organ Recognition,cystic duct,gallbladder,False,15
2589,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2590,Tissue and Organ Recognition,cystic artery,gallbladder,False,15
2591,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2592,Tissue and Organ Recognition,liver,liver,True,15
2593,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2594,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2595,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2596,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2597,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2598,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2599,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2600,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2601,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2602,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2603,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2604,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2605,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2606,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2607,Tissue and Organ Recognition,"liver, gallbladder",liver,True,15
2608,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2609,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2610,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2611,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2612,Tissue and Organ Recognition,cystic duct,gallbladder,False,15
2613,Tissue and Organ Recognition,"gallbladder, liver",gallbladder,True,15
2614,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2615,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2616,Tissue and Organ Recognition,liver,liver,True,15
2617,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2618,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2619,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2620,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2621,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2622,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2623,Tissue and Organ Recognition,liver,liver,True,15
2624,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2625,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2626,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2627,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2628,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2629,Tissue and Organ Recognition,gallbladder,liver,False,15
2630,Tissue and Organ Recognition,fluid,liver,False,15
2631,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2632,Tissue and Organ Recognition,gallbladder,liver,False,15
2633,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2634,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2635,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2636,Tissue and Organ Recognition,liver,liver,True,15
2637,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2638,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2639,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2640,Tissue and Organ Recognition,omentum,gallbladder,False,15
2641,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2642,Tissue and Organ Recognition,liver,liver,True,15
2643,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2644,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2645,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2646,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2647,Tissue and Organ Recognition,fluid,gallbladder,False,15
2648,Tissue and Organ Recognition,"liver, gallbladder",liver,True,15
2649,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2650,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2651,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2652,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2653,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2654,Tissue and Organ Recognition,liver,liver,True,15
2655,Tissue and Organ Recognition,liver,liver,True,15
2656,Tissue and Organ Recognition,cystic plate,gallbladder,False,15
2657,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2658,Tissue and Organ Recognition,"gallbladder, fluid",gallbladder,True,15
2659,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2660,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2661,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2662,Tissue and Organ Recognition,abdominal wall cavity,liver,False,15
2663,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2664,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2665,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2666,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2667,Tissue and Organ Recognition,"liver, gallbladder",gallbladder,True,15
2668,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2669,Tissue and Organ Recognition,"gallbladder, fluid",gallbladder,True,15
2670,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2671,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2672,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2673,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2674,Tissue and Organ Recognition,abdominal wall cavity,liver,False,15
2675,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2676,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2677,Tissue and Organ Recognition,gallbladder,liver,False,15
2678,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2679,Tissue and Organ Recognition,liver,liver,True,15
2680,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2681,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2682,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2683,Tissue and Organ Recognition,omentum,gallbladder,False,15
2684,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2685,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2686,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2687,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2688,Tissue and Organ Recognition,gallbladder,liver,False,15
2689,Tissue and Organ Recognition,fluid,gallbladder,False,15
2690,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2691,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2692,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2693,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2694,Tissue and Organ Recognition,cystic duct,gallbladder,False,15
2695,Tissue and Organ Recognition,cystic plate,gallbladder,False,15
2696,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2697,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2698,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2699,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2700,Tissue and Organ Recognition,gallbladder,liver,False,15
2701,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2702,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2703,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2704,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2705,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2706,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2707,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2708,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2709,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2710,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2711,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2712,Tissue and Organ Recognition,omentum,gallbladder,False,15
2713,Tissue and Organ Recognition,cystic artery,gallbladder,False,15
2714,Tissue and Organ Recognition,"liver, gallbladder",gallbladder,True,15
2715,Tissue and Organ Recognition,specimen bag,gallbladder,False,15
2716,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2717,Tissue and Organ Recognition,omentum,gallbladder,False,15
2718,Tissue and Organ Recognition,liver,liver,True,15
2719,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2720,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2721,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2722,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2723,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2724,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2725,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2726,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2727,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2728,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2729,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2730,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2731,Tissue and Organ Recognition,"liver, gallbladder",liver,True,15
2732,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2733,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2734,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2735,Tissue and Organ Recognition,"gallbladder, cystic artery",gallbladder,True,15
2736,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2737,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2738,Tissue and Organ Recognition,gallbladder,liver,False,15
2739,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2740,Tissue and Organ Recognition,cystic artery,gallbladder,False,15
2741,Tissue and Organ Recognition,cystic duct,gallbladder,False,15
2742,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2743,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2744,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2745,Tissue and Organ Recognition,liver,liver,True,15
2746,Tissue and Organ Recognition,"gallbladder, fluid",gallbladder,True,15
2747,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2748,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2749,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2750,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2751,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2752,Tissue and Organ Recognition,"liver, gallbladder",liver,True,15
2753,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2754,Tissue and Organ Recognition,gallbladder,liver,False,15
2755,Tissue and Organ Recognition,fluid,liver,False,15
2756,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2757,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2758,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2759,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2760,Tissue and Organ Recognition,"gallbladder, liver",gallbladder,True,15
2761,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2762,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2763,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2764,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2765,Tissue and Organ Recognition,gallbladder,fluid,False,15
2766,Tissue and Organ Recognition,"gallbladder, cystic duct",gallbladder,True,15
2767,Tissue and Organ Recognition,gallbladder,liver,False,15
2768,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2769,Tissue and Organ Recognition,gallbladder,gallbladder,True,15
2770,Tissue and Organ Recognition,gallbladder,liver,False,15
